,hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_units_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
5826,383300,5827,CPT,"X-RAY OF ABDOMEN, 2 VIEWS",,,,,,,74019,,,,,,,,,,facility,outpatient,cash,,,337.2,,Capitation,Package,
5827,383300,5828,CPT,"X-RAY OF ABDOMEN, 2 VIEWS",,,,,,,74019,,,,,,,,,,facility,outpatient,min,,,319.35,,Capitation,Package,
5828,383300,5829,CPT,"X-RAY OF ABDOMEN, 2 VIEWS",,,,,,,74019,,,,,,,,,,facility,outpatient,max,,,319.35,,Capitation,Package,
5830,383300,5831,CPT,"X-RAY OF ABDOMEN, 2 VIEWS",,,,,,,74019,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,319.35,,Capitation,Package,
5831,383300,5832,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,gross,,,397.76,,Capitation,Line,
5832,383300,5833,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,cash,,,397.76,,Capitation,Line,
5833,383300,5834,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,min,,,8.74,,Capitation,Line,
5834,383300,5835,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,max,,,722.48,,Capitation,Line,
5836,383300,5837,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,10.89,,Capitation,Line,
5837,383300,5838,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,150.59,,Capitation,Line,
5838,383300,5839,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,14.3,,Capitation,Line,
5839,383300,5840,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial HMO/POS,,18.38,,Capitation,Line,
5840,383300,5841,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,106.05,,Capitation,Line,
5841,383300,5842,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,143.64,,Capitation,Line,
5842,383300,5843,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,205.4,,Capitation,Line,
5843,383300,5844,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,58.18,,Capitation,Line,
5844,383300,5845,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,144.52,,Capitation,Line,
5845,383300,5846,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,152.71,,Capitation,Line,
5846,383300,5847,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,113.01,,Capitation,Line,
5847,383300,5848,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,722.48,,Capitation,Line,
5848,383300,5849,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,59.81,,Capitation,Line,
5849,383300,5850,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,United Healthcare-Medicaid HMO,,8.74,,Capitation,Line,
5850,383300,5851,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,gross,,,1120.5,,Capitation,Package,
5851,383300,5852,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,cash,,,1120.5,,Capitation,Package,
5852,383300,5853,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,min,,,8.74,,Capitation,Package,
5853,383300,5854,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,max,,,722.48,,Capitation,Package,
5855,383300,5856,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,10.89,,Capitation,Package,
5856,383300,5857,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,150.59,,Capitation,Package,
5857,383300,5858,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,14.3,,Capitation,Package,
5858,383300,5859,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial HMO/POS,,18.38,,Capitation,Package,
5859,383300,5860,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,106.05,,Capitation,Package,
5860,383300,5861,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,143.64,,Capitation,Package,
5861,383300,5862,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,205.4,,Capitation,Package,
5862,383300,5863,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,58.18,,Capitation,Package,
5863,383300,5864,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,144.52,,Capitation,Package,
5864,383300,5865,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,152.71,,Capitation,Package,
5865,383300,5866,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,113.01,,Capitation,Package,
5866,383300,5867,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,722.48,,Capitation,Package,
5867,383300,5868,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,59.81,,Capitation,Package,
5868,383300,5869,CPT,"IMAGING GUIDANCE FOR PROCEDURE, 60 MINUTES OR LESS",,,,,,,76000,,,,,,,,,,facility,outpatient,payer,United Healthcare-Medicaid HMO,,8.74,,Capitation,Package,
5869,383300,5870,CPT,3D RADIOGRAPHIC PROCEDURE WITH COMPUTERIZED IMAGE POSTPROCESSING,,,,,,,76377,,,,,,,,,,facility,outpatient,gross,,,448.25,,Capitation,Line,
5870,383300,5871,CPT,3D RADIOGRAPHIC PROCEDURE WITH COMPUTERIZED IMAGE POSTPROCESSING,,,,,,,76377,,,,,,,,,,facility,outpatient,cash,,,448.25,,Capitation,Line,
5871,383300,5872,CPT,3D RADIOGRAPHIC PROCEDURE WITH COMPUTERIZED IMAGE POSTPROCESSING,,,,,,,76377,,,,,,,,,,facility,outpatient,min,,,22.26,,Capitation,Line,
5872,383300,5873,CPT,3D RADIOGRAPHIC PROCEDURE WITH COMPUTERIZED IMAGE POSTPROCESSING,,,,,,,76377,,,,,,,,,,facility,outpatient,max,,,22.26,,Capitation,Line,
5874,383300,5875,CPT,3D RADIOGRAPHIC PROCEDURE WITH COMPUTERIZED IMAGE POSTPROCESSING,,,,,,,76377,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,22.26,,Capitation,Line,
5875,383300,5876,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,gross,,,535.6,,Capitation,Line,
5876,383300,5877,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,cash,,,535.6,,Capitation,Line,
5877,383300,5878,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,min,,,32.07,,Capitation,Line,
5878,383300,5879,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,max,,,32.07,,Capitation,Line,
5880,383300,5881,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,32.07,,Capitation,Line,
5881,383300,5882,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,gross,,,15481.2,,Capitation,Package,
5882,383300,5883,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,cash,,,15481.2,,Capitation,Package,
5883,383300,5884,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,min,,,32.07,,Capitation,Package,
5884,383300,5885,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,max,,,32.07,,Capitation,Package,
5886,383300,5887,CPT,OTHER FLUOROSCOPIC PROCEDURE,,,,,,,76496,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,32.07,,Capitation,Package,
5887,383300,5888,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,gross,,,609.1,,Capitation,Line,
5888,383300,5889,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,cash,,,609.1,,Capitation,Line,
5889,383300,5890,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,min,,,529.92,,Capitation,Line,
5890,383300,5891,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,max,,,529.92,,Capitation,Line,
5892,383300,5893,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,529.92,,Capitation,Line,
5893,383300,5894,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,gross,,,1918.3,,Capitation,Package,
5894,383300,5895,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,cash,,,1918.3,,Capitation,Package,
5895,383300,5896,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,min,,,529.92,,Capitation,Package,
5896,383300,5897,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,max,,,529.92,,Capitation,Package,
5898,383300,5899,CPT,COMPLETE ULTRASOUND SCAN OF JOINT,,,,,,,76881,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,529.92,,Capitation,Package,
5899,383300,5900,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,gross,,,609.1,,Capitation,Line,
5900,383300,5901,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,cash,,,609.1,,Capitation,Line,
5901,383300,5902,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,min,,,529.92,,Capitation,Line,
5902,383300,5903,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,max,,,529.92,,Capitation,Line,
5904,383300,5905,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,529.92,,Capitation,Line,
5905,383300,5906,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,gross,,,1918.3,,Capitation,Package,
5906,383300,5907,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,cash,,,1918.3,,Capitation,Package,
5907,383300,5908,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,min,,,529.92,,Capitation,Package,
5908,383300,5909,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,max,,,529.92,,Capitation,Package,
5910,383300,5911,CPT,LIMITED ULTRASOUND SCAN OF JOINT OR OTHER EXTREMITY STRUCTURE LACKING BLOOD VESSELS,,,,,,,76882,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,529.92,,Capitation,Package,
5911,383300,5912,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,gross,,,469.4,,Capitation,Line,
5912,383300,5913,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,cash,,,469.4,,Capitation,Line,
5913,383300,5914,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,min,,,75.31,,Capitation,Line,
5914,383300,5915,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,max,,,408.38,,Capitation,Line,
5916,383300,5917,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,97.23,,Capitation,Line,
5917,383300,5918,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,75.31,,Capitation,Line,
5918,383300,5919,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Coordinated Care-Medicaid HMO,,98.6,,Capitation,Line,
5919,383300,5920,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,324.38,,Capitation,Line,
5920,383300,5921,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,408.38,,Capitation,Line,
5921,383300,5922,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,193.19,,Capitation,Line,
5922,383300,5923,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,gross,,,469.4,,Capitation,Package,
5923,383300,5924,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,cash,,,469.4,,Capitation,Package,
5924,383300,5925,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,min,,,75.31,,Capitation,Package,
5925,383300,5926,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,max,,,408.38,,Capitation,Package,
5927,383300,5928,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,97.23,,Capitation,Package,
5928,383300,5929,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,75.31,,Capitation,Package,
5929,383300,5930,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Coordinated Care-Medicaid HMO,,98.6,,Capitation,Package,
5930,383300,5931,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,324.38,,Capitation,Package,
5931,383300,5932,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,408.38,,Capitation,Package,
5932,383300,5933,CPT,ULTRASOUND SCAN OF INFANT HIP DURING MOVEMENT,,,,,,,76885,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,193.19,,Capitation,Package,
5933,383300,5934,CPT,ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT,,,,,,,76942,,,,,,,,,,facility,outpatient,gross,,,124.8,,Capitation,Line,
5934,383300,5935,CPT,ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT,,,,,,,76942,,,,,,,,,,facility,outpatient,cash,,,124.8,,Capitation,Line,
5935,383300,5936,CPT,ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT,,,,,,,76942,,,,,,,,,,facility,outpatient,min,,,108.58,,Capitation,Line,
5936,383300,5937,CPT,ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT,,,,,,,76942,,,,,,,,,,facility,outpatient,max,,,281.98,,Capitation,Line,
5938,383300,5939,CPT,ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT,,,,,,,76942,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,108.58,,Capitation,Line,
5939,383300,5940,CPT,ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT,,,,,,,76942,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,281.98,,Capitation,Line,
5940,383300,5941,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,gross,,,281.2,,Capitation,Line,
5941,383300,5942,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,cash,,,281.2,,Capitation,Line,
5942,383300,5943,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,min,,,5.24,,Capitation,Line,
5943,383300,5944,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,max,,,226.47,,Capitation,Line,
5945,383300,5946,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,6.69,,Capitation,Line,
5946,383300,5947,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,19.25,,Capitation,Line,
5947,383300,5948,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,8.5,,Capitation,Line,
5948,383300,5949,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,75.67,,Capitation,Line,
5949,383300,5950,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,5.24,,Capitation,Line,
5950,383300,5951,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,226.47,,Capitation,Line,
5951,383300,5952,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,105.84,,Capitation,Line,
5952,383300,5953,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,29.52,,Capitation,Line,
5953,383300,5954,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,164.07,,Capitation,Line,
5954,383300,5955,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,34.91,,Capitation,Line,
5955,383300,5956,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,gross,,,281.2,,Capitation,Package,
5956,383300,5957,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,cash,,,281.2,,Capitation,Package,
5957,383300,5958,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,min,,,5.24,,Capitation,Package,
5958,383300,5959,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,max,,,226.47,,Capitation,Package,
5960,383300,5961,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,6.69,,Capitation,Package,
5961,383300,5962,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,19.25,,Capitation,Package,
5962,383300,5963,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,8.5,,Capitation,Package,
5963,383300,5964,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,75.67,,Capitation,Package,
5964,383300,5965,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,5.24,,Capitation,Package,
5965,383300,5966,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,226.47,,Capitation,Package,
5966,383300,5967,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,105.84,,Capitation,Package,
5967,383300,5968,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,29.52,,Capitation,Package,
5968,383300,5969,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,164.07,,Capitation,Package,
5969,383300,5970,CPT,X-RAY FOR ESTIMATING BONE AGE,,,,,,,77072,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,34.91,,Capitation,Package,
5970,383300,5971,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,gross,,,281.5,,Capitation,Line,
5971,383300,5972,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,cash,,,281.5,,Capitation,Line,
5972,383300,5973,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,min,,,7.57,,Capitation,Line,
5973,383300,5974,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,max,,,271.41,,Capitation,Line,
5975,383300,5976,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,73.43,,Capitation,Line,
5976,383300,5977,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,36.41,,Capitation,Line,
5977,383300,5978,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial PPO/Open Access,,33.59,,Capitation,Line,
5978,383300,5979,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,Amerigroup-Medicaid HMO,,7.69,,Capitation,Line,
5979,383300,5980,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,15.97,,Capitation,Line,
5980,383300,5981,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial HMO/POS,,79.6,,Capitation,Line,
5981,383300,5982,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,83.85,,Capitation,Line,
5982,383300,5983,CPT,X-RAY FOR BONE LENGTH ASSESSMENT,,,,,,,77073,,,,,,,,,,facility,outpatient,payer,Coordinated Care-Medicaid HMO,,7.57,,Capitation,Line,
