,Hospital,Procedure Code,HCPCS,Code Code,Procedure Name,Affiliation,Cost
13292,Legacy Good Samaritan Medical Center,025,-1,MS-DRG,Craniotomy And Endovascular Intracranial Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,53549.0
13293,Legacy Good Samaritan Medical Center,054,-1,MS-DRG,Nervous System Neoplasms With Mcc,MEDICAID MANAGED CARE - CAREOREGON,10776.0
13294,Legacy Good Samaritan Medical Center,055,-1,MS-DRG,Nervous System Neoplasms Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,5727.0
13295,Legacy Good Samaritan Medical Center,056,-1,MS-DRG,Degenerative Nervous System Disorders With Mcc,MEDICAID MANAGED CARE - CAREOREGON,8092.0
13296,Legacy Good Samaritan Medical Center,057,-1,MS-DRG,Degenerative Nervous System Disorders Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,8711.0
13297,Legacy Good Samaritan Medical Center,059,-1,MS-DRG,Multiple Sclerosis And Cerebellar Ataxia With Cc,MEDICAID MANAGED CARE - CAREOREGON,20018.0
13298,Legacy Good Samaritan Medical Center,064,-1,MS-DRG,Intracranial Hemorrhage Or Cerebral Infarction With Mcc,MEDICAID MANAGED CARE - CAREOREGON,8312.0
13299,Legacy Good Samaritan Medical Center,065,-1,MS-DRG,Intracranial Hemorrhage Or Cerebral Infarction With Cc Or Tpa In 24 Hours,MEDICAID MANAGED CARE - CAREOREGON,9443.0
13300,Legacy Good Samaritan Medical Center,066,-1,MS-DRG,Intracranial Hemorrhage Or Cerebral Infarction Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,5081.0
13301,Legacy Good Samaritan Medical Center,071,-1,MS-DRG,Nonspecific Cerebrovascular Disorders With Cc,MEDICAID MANAGED CARE - CAREOREGON,6039.0
13302,Legacy Good Samaritan Medical Center,073,-1,MS-DRG,Cranial And Peripheral Nerve Disorders With Mcc,MEDICAID MANAGED CARE - CAREOREGON,22188.0
13303,Legacy Good Samaritan Medical Center,074,-1,MS-DRG,Cranial And Peripheral Nerve Disorders Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,7064.0
13304,Legacy Good Samaritan Medical Center,091,-1,MS-DRG,Other Disorders Of Nervous System With Mcc,MEDICAID MANAGED CARE - CAREOREGON,14793.0
13305,Legacy Good Samaritan Medical Center,092,-1,MS-DRG,Other Disorders Of Nervous System With Cc,MEDICAID MANAGED CARE - CAREOREGON,3216.0
13306,Legacy Good Samaritan Medical Center,093,-1,MS-DRG,Other Disorders Of Nervous System Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,5388.0
13307,Legacy Good Samaritan Medical Center,094,-1,MS-DRG,Bacterial And Tuberculous Infections Of Nervous System With Mcc,MEDICAID MANAGED CARE - CAREOREGON,12814.0
13308,Legacy Good Samaritan Medical Center,098,-1,MS-DRG,Non-Bacterial Infection Of Nervous System Except Viral Meningitis With Cc,MEDICAID MANAGED CARE - CAREOREGON,15689.0
13309,Legacy Good Samaritan Medical Center,100,-1,MS-DRG,Seizures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,5822.0
13310,Legacy Good Samaritan Medical Center,101,-1,MS-DRG,Seizures Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,4550.0
13311,Legacy Good Samaritan Medical Center,121,-1,MS-DRG,Acute Major Eye Infections With Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,5444.0
13312,Legacy Good Samaritan Medical Center,146,-1,MS-DRG,"Ear, Nose, Mouth And Throat Malignancy With Mcc",MEDICAID MANAGED CARE - CAREOREGON,11852.0
13313,Legacy Good Samaritan Medical Center,149,-1,MS-DRG,Dysequilibrium,MEDICAID MANAGED CARE - CAREOREGON,4077.0
13314,Legacy Good Samaritan Medical Center,163,-1,MS-DRG,Major Chest Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,13051.0
13315,Legacy Good Samaritan Medical Center,164,-1,MS-DRG,Major Chest Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,12495.0
13316,Legacy Good Samaritan Medical Center,166,-1,MS-DRG,Other Respiratory System O.R. Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,10608.0
13317,Legacy Good Samaritan Medical Center,167,-1,MS-DRG,Other Respiratory System O.R. Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,11618.0
13318,Legacy Good Samaritan Medical Center,175,-1,MS-DRG,Pulmonary Embolism With Mcc Or Acute Cor Pulmonale,MEDICAID MANAGED CARE - CAREOREGON,5595.0
13319,Legacy Good Samaritan Medical Center,176,-1,MS-DRG,Pulmonary Embolism Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,4651.0
13320,Legacy Good Samaritan Medical Center,177,-1,MS-DRG,Respiratory Infections And Inflammations With Mcc,MEDICAID MANAGED CARE - CAREOREGON,12357.0
13321,Legacy Good Samaritan Medical Center,181,-1,MS-DRG,Respiratory Neoplasms With Cc,MEDICAID MANAGED CARE - CAREOREGON,16604.0
13322,Legacy Good Samaritan Medical Center,183,-1,MS-DRG,Major Chest Trauma With Mcc,MEDICAID MANAGED CARE - CAREOREGON,7858.0
13323,Legacy Good Samaritan Medical Center,189,-1,MS-DRG,Pulmonary Edema And Respiratory Failure,MEDICAID MANAGED CARE - CAREOREGON,8488.0
13324,Legacy Good Samaritan Medical Center,190,-1,MS-DRG,Chronic Obstructive Pulmonary Disease With Mcc,MEDICAID MANAGED CARE - CAREOREGON,6300.0
13325,Legacy Good Samaritan Medical Center,191,-1,MS-DRG,Chronic Obstructive Pulmonary Disease With Cc,MEDICAID MANAGED CARE - CAREOREGON,9593.0
13326,Legacy Good Samaritan Medical Center,193,-1,MS-DRG,Simple Pneumonia And Pleurisy With Mcc,MEDICAID MANAGED CARE - CAREOREGON,5930.0
13327,Legacy Good Samaritan Medical Center,199,-1,MS-DRG,Pneumothorax With Mcc,MEDICAID MANAGED CARE - CAREOREGON,7803.0
13328,Legacy Good Samaritan Medical Center,202,-1,MS-DRG,Bronchitis And Asthma With Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,4946.0
13329,Legacy Good Samaritan Medical Center,207,-1,MS-DRG,Respiratory System Diagnosis With Ventilator Support >96 Hours,MEDICAID MANAGED CARE - CAREOREGON,39701.0
13330,Legacy Good Samaritan Medical Center,208,-1,MS-DRG,Respiratory System Diagnosis With Ventilator Support <=96 Hours,MEDICAID MANAGED CARE - CAREOREGON,17635.0
13331,Legacy Good Samaritan Medical Center,239,-1,MS-DRG,Amputation For Circulatory System Disorders Except Upper Limb And Toe With Mcc,MEDICAID MANAGED CARE - CAREOREGON,14761.0
13332,Legacy Good Samaritan Medical Center,240,-1,MS-DRG,Amputation For Circulatory System Disorders Except Upper Limb And Toe With Cc,MEDICAID MANAGED CARE - CAREOREGON,13663.0
13333,Legacy Good Samaritan Medical Center,242,-1,MS-DRG,Permanent Cardiac Pacemaker Implant With Mcc,MEDICAID MANAGED CARE - CAREOREGON,9314.0
13334,Legacy Good Samaritan Medical Center,246,-1,MS-DRG,Percutaneous Cardiovascular Procedures With Drug-Eluting Stent With Mcc Or 4+ Arteries Or Stents,MEDICAID MANAGED CARE - CAREOREGON,23265.0
13335,Legacy Good Samaritan Medical Center,247,-1,MS-DRG,Percutaneous Cardiovascular Procedures With Drug-Eluting Stent Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,12667.0
13336,Legacy Good Samaritan Medical Center,252,-1,MS-DRG,Other Vascular Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,12585.0
13337,Legacy Good Samaritan Medical Center,264,-1,MS-DRG,Other Circulatory System O.R. Procedures,MEDICAID MANAGED CARE - CAREOREGON,19670.0
13338,Legacy Good Samaritan Medical Center,270,-1,MS-DRG,Other Major Cardiovascular Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,25673.0
13339,Legacy Good Samaritan Medical Center,271,-1,MS-DRG,Other Major Cardiovascular Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,16200.0
13340,Legacy Good Samaritan Medical Center,280,-1,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With Mcc",MEDICAID MANAGED CARE - CAREOREGON,11478.0
13341,Legacy Good Samaritan Medical Center,281,-1,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With Cc",MEDICAID MANAGED CARE - CAREOREGON,9118.0
13342,Legacy Good Samaritan Medical Center,283,-1,MS-DRG,"Acute Myocardial Infarction, Expired With Mcc",MEDICAID MANAGED CARE - CAREOREGON,20676.0
13343,Legacy Good Samaritan Medical Center,286,-1,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization With Mcc",MEDICAID MANAGED CARE - CAREOREGON,15105.0
13344,Legacy Good Samaritan Medical Center,287,-1,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization Without Mcc",MEDICAID MANAGED CARE - CAREOREGON,12157.0
13345,Legacy Good Samaritan Medical Center,288,-1,MS-DRG,Acute And Subacute Endocarditis With Mcc,MEDICAID MANAGED CARE - CAREOREGON,33486.0
13346,Legacy Good Samaritan Medical Center,291,-1,MS-DRG,Heart Failure And Shock With Mcc,MEDICAID MANAGED CARE - CAREOREGON,7056.0
13347,Legacy Good Samaritan Medical Center,292,-1,MS-DRG,Heart Failure And Shock With Cc,MEDICAID MANAGED CARE - CAREOREGON,6421.0
13348,Legacy Good Samaritan Medical Center,296,-1,MS-DRG,"Cardiac Arrest, Unexplained With Mcc",MEDICAID MANAGED CARE - CAREOREGON,17147.0
13349,Legacy Good Samaritan Medical Center,299,-1,MS-DRG,Peripheral Vascular Disorders With Mcc,MEDICAID MANAGED CARE - CAREOREGON,9881.0
13350,Legacy Good Samaritan Medical Center,300,-1,MS-DRG,Peripheral Vascular Disorders With Cc,MEDICAID MANAGED CARE - CAREOREGON,2957.0
13351,Legacy Good Samaritan Medical Center,304,-1,MS-DRG,Hypertension With Mcc,MEDICAID MANAGED CARE - CAREOREGON,7018.0
13352,Legacy Good Samaritan Medical Center,308,-1,MS-DRG,Cardiac Arrhythmia And Conduction Disorders With Mcc,MEDICAID MANAGED CARE - CAREOREGON,16187.0
13353,Legacy Good Samaritan Medical Center,309,-1,MS-DRG,Cardiac Arrhythmia And Conduction Disorders With Cc,MEDICAID MANAGED CARE - CAREOREGON,11007.0
13354,Legacy Good Samaritan Medical Center,310,-1,MS-DRG,Cardiac Arrhythmia And Conduction Disorders Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,7386.0
13355,Legacy Good Samaritan Medical Center,311,-1,MS-DRG,Angina Pectoris,MEDICAID MANAGED CARE - CAREOREGON,19354.0
13356,Legacy Good Samaritan Medical Center,312,-1,MS-DRG,Syncope And Collapse,MEDICAID MANAGED CARE - CAREOREGON,8818.0
13357,Legacy Good Samaritan Medical Center,314,-1,MS-DRG,Other Circulatory System Diagnoses With Mcc,MEDICAID MANAGED CARE - CAREOREGON,9901.0
13358,Legacy Good Samaritan Medical Center,316,-1,MS-DRG,Other Circulatory System Diagnoses Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,3782.0
13359,Legacy Good Samaritan Medical Center,326,-1,MS-DRG,"Stomach, Esophageal And Duodenal Procedures With Mcc",MEDICAID MANAGED CARE - CAREOREGON,14491.0
13360,Legacy Good Samaritan Medical Center,327,-1,MS-DRG,"Stomach, Esophageal And Duodenal Procedures With Cc",MEDICAID MANAGED CARE - CAREOREGON,11818.0
13361,Legacy Good Samaritan Medical Center,328,-1,MS-DRG,"Stomach, Esophageal And Duodenal Procedures Without Cc/Mcc",MEDICAID MANAGED CARE - CAREOREGON,9618.0
13362,Legacy Good Samaritan Medical Center,329,-1,MS-DRG,Major Small And Large Bowel Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,36101.0
13363,Legacy Good Samaritan Medical Center,330,-1,MS-DRG,Major Small And Large Bowel Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,15443.0
13364,Legacy Good Samaritan Medical Center,331,-1,MS-DRG,Major Small And Large Bowel Procedures Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,7496.0
13365,Legacy Good Samaritan Medical Center,337,-1,MS-DRG,Peritoneal Adhesiolysis Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,14878.0
13366,Legacy Good Samaritan Medical Center,339,-1,MS-DRG,Appendectomy With Complicated Principal Diagnosis With Cc,MEDICAID MANAGED CARE - CAREOREGON,5397.0
13367,Legacy Good Samaritan Medical Center,345,-1,MS-DRG,Minor Small And Large Bowel Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,19565.0
13368,Legacy Good Samaritan Medical Center,350,-1,MS-DRG,Inguinal And Femoral Hernia Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,31753.0
13369,Legacy Good Samaritan Medical Center,355,-1,MS-DRG,Hernia Procedures Except Inguinal And Femoral Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,5863.0
13370,Legacy Good Samaritan Medical Center,356,-1,MS-DRG,Other Digestive System O.R. Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,25384.0
13371,Legacy Good Samaritan Medical Center,357,-1,MS-DRG,Other Digestive System O.R. Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,19936.0
13372,Legacy Good Samaritan Medical Center,368,-1,MS-DRG,Major Esophageal Disorders With Mcc,MEDICAID MANAGED CARE - CAREOREGON,10374.0
13373,Legacy Good Samaritan Medical Center,372,-1,MS-DRG,Major Gastrointestinal Disorders And Peritoneal Infections With Cc,MEDICAID MANAGED CARE - CAREOREGON,8708.0
13374,Legacy Good Samaritan Medical Center,373,-1,MS-DRG,Major Gastrointestinal Disorders And Peritoneal Infections Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,11286.0
13375,Legacy Good Samaritan Medical Center,375,-1,MS-DRG,Digestive Malignancy With Cc,MEDICAID MANAGED CARE - CAREOREGON,5151.0
13376,Legacy Good Samaritan Medical Center,377,-1,MS-DRG,Gastrointestinal Hemorrhage With Mcc,MEDICAID MANAGED CARE - CAREOREGON,43838.0
13377,Legacy Good Samaritan Medical Center,378,-1,MS-DRG,Gastrointestinal Hemorrhage With Cc,MEDICAID MANAGED CARE - CAREOREGON,7191.0
13378,Legacy Good Samaritan Medical Center,385,-1,MS-DRG,Inflammatory Bowel Disease With Mcc,MEDICAID MANAGED CARE - CAREOREGON,5986.0
13379,Legacy Good Samaritan Medical Center,388,-1,MS-DRG,Gastrointestinal Obstruction With Mcc,MEDICAID MANAGED CARE - CAREOREGON,7527.0
13380,Legacy Good Samaritan Medical Center,390,-1,MS-DRG,Gastrointestinal Obstruction Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,3222.0
13381,Legacy Good Samaritan Medical Center,391,-1,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",MEDICAID MANAGED CARE - CAREOREGON,5650.0
13382,Legacy Good Samaritan Medical Center,392,-1,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without Mcc",MEDICAID MANAGED CARE - CAREOREGON,4334.0
13383,Legacy Good Samaritan Medical Center,393,-1,MS-DRG,Other Digestive System Diagnoses With Mcc,MEDICAID MANAGED CARE - CAREOREGON,6622.0
13384,Legacy Good Samaritan Medical Center,394,-1,MS-DRG,Other Digestive System Diagnoses With Cc,MEDICAID MANAGED CARE - CAREOREGON,7206.0
13385,Legacy Good Samaritan Medical Center,405,-1,MS-DRG,"Pancreas, Liver And Shunt Procedures With Mcc",MEDICAID MANAGED CARE - CAREOREGON,160491.0
13386,Legacy Good Samaritan Medical Center,406,-1,MS-DRG,"Pancreas, Liver And Shunt Procedures With Cc",MEDICAID MANAGED CARE - CAREOREGON,25363.0
13387,Legacy Good Samaritan Medical Center,418,-1,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. With Cc,MEDICAID MANAGED CARE - CAREOREGON,19585.0
13388,Legacy Good Samaritan Medical Center,432,-1,MS-DRG,Cirrhosis And Alcoholic Hepatitis With Mcc,MEDICAID MANAGED CARE - CAREOREGON,8706.0
13389,Legacy Good Samaritan Medical Center,433,-1,MS-DRG,Cirrhosis And Alcoholic Hepatitis With Cc,MEDICAID MANAGED CARE - CAREOREGON,7610.0
13390,Legacy Good Samaritan Medical Center,435,-1,MS-DRG,Malignancy Of Hepatobiliary System Or Pancreas With Mcc,MEDICAID MANAGED CARE - CAREOREGON,13400.0
13391,Legacy Good Samaritan Medical Center,438,-1,MS-DRG,Disorders Of Pancreas Except Malignancy With Mcc,MEDICAID MANAGED CARE - CAREOREGON,5827.0
13392,Legacy Good Samaritan Medical Center,439,-1,MS-DRG,Disorders Of Pancreas Except Malignancy With Cc,MEDICAID MANAGED CARE - CAREOREGON,4841.0
13393,Legacy Good Samaritan Medical Center,441,-1,MS-DRG,"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Mcc",MEDICAID MANAGED CARE - CAREOREGON,7660.0
13394,Legacy Good Samaritan Medical Center,442,-1,MS-DRG,"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Cc",MEDICAID MANAGED CARE - CAREOREGON,12107.0
13395,Legacy Good Samaritan Medical Center,445,-1,MS-DRG,Disorders Of The Biliary Tract With Cc,MEDICAID MANAGED CARE - CAREOREGON,12505.0
13396,Legacy Good Samaritan Medical Center,455,-1,MS-DRG,Combined Anterior And Posterior Spinal Fusion Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,14848.0
13397,Legacy Good Samaritan Medical Center,465,-1,MS-DRG,Wound Debridement And Skin Graft Except Hand For Musculoskeletal And Connective Tissue Disorders Wit,MEDICAID MANAGED CARE - CAREOREGON,18204.0
13398,Legacy Good Samaritan Medical Center,466,-1,MS-DRG,Revision Of Hip Or Knee Replacement With Mcc,MEDICAID MANAGED CARE - CAREOREGON,41860.0
13399,Legacy Good Samaritan Medical Center,467,-1,MS-DRG,Revision Of Hip Or Knee Replacement With Cc,MEDICAID MANAGED CARE - CAREOREGON,18961.0
13400,Legacy Good Samaritan Medical Center,475,-1,MS-DRG,Amputation For Musculoskeletal System And Connective Tissue Disorders With Cc,MEDICAID MANAGED CARE - CAREOREGON,9274.0
13401,Legacy Good Samaritan Medical Center,477,-1,MS-DRG,Biopsies Of Musculoskeletal System And Connective Tissue With Mcc,MEDICAID MANAGED CARE - CAREOREGON,193790.0
13402,Legacy Good Samaritan Medical Center,481,-1,MS-DRG,Hip And Femur Procedures Except Major Joint With Cc,MEDICAID MANAGED CARE - CAREOREGON,15075.0
13403,Legacy Good Samaritan Medical Center,482,-1,MS-DRG,Hip And Femur Procedures Except Major Joint Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,7140.0
13404,Legacy Good Samaritan Medical Center,483,-1,MS-DRG,Major Joint Or Limb Reattachment Procedures Of Upper Extremities,MEDICAID MANAGED CARE - CAREOREGON,8613.0
13405,Legacy Good Samaritan Medical Center,492,-1,MS-DRG,"Lower Extremity And Humerus Procedures Except Hip, Foot And Femur With Mcc",MEDICAID MANAGED CARE - CAREOREGON,18337.0
13406,Legacy Good Samaritan Medical Center,500,-1,MS-DRG,Soft Tissue Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,31123.0
13407,Legacy Good Samaritan Medical Center,501,-1,MS-DRG,Soft Tissue Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,3500.0
13408,Legacy Good Samaritan Medical Center,504,-1,MS-DRG,Foot Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,6330.0
13409,Legacy Good Samaritan Medical Center,506,-1,MS-DRG,Major Thumb Or Joint Procedures,MEDICAID MANAGED CARE - CAREOREGON,15417.0
13410,Legacy Good Samaritan Medical Center,513,-1,MS-DRG,"Hand Or Wrist Procedures, Except Major Thumb Or Joint Procedures With Cc/Mcc",MEDICAID MANAGED CARE - CAREOREGON,9758.0
13411,Legacy Good Samaritan Medical Center,518,-1,MS-DRG,Back And Neck Procedures Except Spinal Fusion With Mcc Or Disc Device Or Neurostimulator,MEDICAID MANAGED CARE - CAREOREGON,8532.0
13412,Legacy Good Samaritan Medical Center,536,-1,MS-DRG,Fractures Of Hip And Pelvis Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,6361.0
13413,Legacy Good Samaritan Medical Center,543,-1,MS-DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Cc,MEDICAID MANAGED CARE - CAREOREGON,2214.0
13414,Legacy Good Samaritan Medical Center,552,-1,MS-DRG,Medical Back Problems Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,4159.0
13415,Legacy Good Samaritan Medical Center,553,-1,MS-DRG,Bone Diseases And Arthropathies With Mcc,MEDICAID MANAGED CARE - CAREOREGON,11633.0
13416,Legacy Good Samaritan Medical Center,559,-1,MS-DRG,"Aftercare, Musculoskeletal System And Connective Tissue With Mcc",MEDICAID MANAGED CARE - CAREOREGON,9409.0
13417,Legacy Good Samaritan Medical Center,564,-1,MS-DRG,Other Musculoskeletal System And Connective Tissue Diagnoses With Mcc,MEDICAID MANAGED CARE - CAREOREGON,12225.0
13418,Legacy Good Samaritan Medical Center,571,-1,MS-DRG,Skin Debridement With Cc,MEDICAID MANAGED CARE - CAREOREGON,18947.0
13419,Legacy Good Samaritan Medical Center,573,-1,MS-DRG,Skin Graft For Skin Ulcer Or Cellulitis With Mcc,MEDICAID MANAGED CARE - CAREOREGON,89364.0
13420,Legacy Good Samaritan Medical Center,579,-1,MS-DRG,"Other Skin, Subcutaneous Tissue And Breast Procedures With Mcc",MEDICAID MANAGED CARE - CAREOREGON,7883.0
13421,Legacy Good Samaritan Medical Center,580,-1,MS-DRG,"Other Skin, Subcutaneous Tissue And Breast Procedures With Cc",MEDICAID MANAGED CARE - CAREOREGON,10134.0
13422,Legacy Good Samaritan Medical Center,581,-1,MS-DRG,"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",MEDICAID MANAGED CARE - CAREOREGON,13736.0
13423,Legacy Good Samaritan Medical Center,597,-1,MS-DRG,Malignant Breast Disorders With Mcc,MEDICAID MANAGED CARE - CAREOREGON,9261.0
13424,Legacy Good Samaritan Medical Center,598,-1,MS-DRG,Malignant Breast Disorders With Cc,MEDICAID MANAGED CARE - CAREOREGON,7788.0
13425,Legacy Good Samaritan Medical Center,602,-1,MS-DRG,Cellulitis With Mcc,MEDICAID MANAGED CARE - CAREOREGON,3089.0
13426,Legacy Good Samaritan Medical Center,603,-1,MS-DRG,Cellulitis Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,5978.0
13427,Legacy Good Samaritan Medical Center,604,-1,MS-DRG,"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc",MEDICAID MANAGED CARE - CAREOREGON,8824.0
13428,Legacy Good Samaritan Medical Center,616,-1,MS-DRG,"Amputation Of Lower Limb For Endocrine, Nutritional And Metabolic Disorders With Mcc",MEDICAID MANAGED CARE - CAREOREGON,31492.0
13429,Legacy Good Samaritan Medical Center,617,-1,MS-DRG,"Amputation Of Lower Limb For Endocrine, Nutritional And Metabolic Disorders With Cc",MEDICAID MANAGED CARE - CAREOREGON,10789.0
13430,Legacy Good Samaritan Medical Center,620,-1,MS-DRG,O.R. Procedures For Obesity With Cc,MEDICAID MANAGED CARE - CAREOREGON,9590.0
13431,Legacy Good Samaritan Medical Center,621,-1,MS-DRG,O.R. Procedures For Obesity Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,9184.0
13432,Legacy Good Samaritan Medical Center,637,-1,MS-DRG,Diabetes With Mcc,MEDICAID MANAGED CARE - CAREOREGON,9740.0
13433,Legacy Good Samaritan Medical Center,638,-1,MS-DRG,Diabetes With Cc,MEDICAID MANAGED CARE - CAREOREGON,3955.0
13434,Legacy Good Samaritan Medical Center,639,-1,MS-DRG,Diabetes Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,10001.0
13435,Legacy Good Samaritan Medical Center,640,-1,MS-DRG,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc",MEDICAID MANAGED CARE - CAREOREGON,9447.0
13436,Legacy Good Samaritan Medical Center,641,-1,MS-DRG,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes Without Mcc",MEDICAID MANAGED CARE - CAREOREGON,6802.0
13437,Legacy Good Samaritan Medical Center,643,-1,MS-DRG,Endocrine Disorders With Mcc,MEDICAID MANAGED CARE - CAREOREGON,5239.0
13438,Legacy Good Samaritan Medical Center,652,-1,MS-DRG,Kidney Transplant,MEDICAID MANAGED CARE - CAREOREGON,38029.0
13439,Legacy Good Samaritan Medical Center,658,-1,MS-DRG,Kidney And Ureter Procedures For Neoplasm Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,6889.0
13440,Legacy Good Samaritan Medical Center,659,-1,MS-DRG,Kidney And Ureter Procedures For Non-Neoplasm With Mcc,MEDICAID MANAGED CARE - CAREOREGON,23472.0
13441,Legacy Good Samaritan Medical Center,660,-1,MS-DRG,Kidney And Ureter Procedures For Non-Neoplasm With Cc,MEDICAID MANAGED CARE - CAREOREGON,10568.0
13442,Legacy Good Samaritan Medical Center,669,-1,MS-DRG,Transurethral Procedures With Cc,MEDICAID MANAGED CARE - CAREOREGON,8015.0
13443,Legacy Good Samaritan Medical Center,673,-1,MS-DRG,Other Kidney And Urinary Tract Procedures With Mcc,MEDICAID MANAGED CARE - CAREOREGON,103113.0
13444,Legacy Good Samaritan Medical Center,682,-1,MS-DRG,Renal Failure With Mcc,MEDICAID MANAGED CARE - CAREOREGON,22036.0
13445,Legacy Good Samaritan Medical Center,683,-1,MS-DRG,Renal Failure With Cc,MEDICAID MANAGED CARE - CAREOREGON,9675.0
13446,Legacy Good Samaritan Medical Center,686,-1,MS-DRG,Kidney And Urinary Tract Neoplasms With Mcc,MEDICAID MANAGED CARE - CAREOREGON,10093.0
13447,Legacy Good Samaritan Medical Center,690,-1,MS-DRG,Kidney And Urinary Tract Infections Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,6326.0
13448,Legacy Good Samaritan Medical Center,693,-1,MS-DRG,Urinary Stones With Mcc,MEDICAID MANAGED CARE - CAREOREGON,6162.0
13449,Legacy Good Samaritan Medical Center,698,-1,MS-DRG,Other Kidney And Urinary Tract Diagnoses With Mcc,MEDICAID MANAGED CARE - CAREOREGON,6784.0
13450,Legacy Good Samaritan Medical Center,699,-1,MS-DRG,Other Kidney And Urinary Tract Diagnoses With Cc,MEDICAID MANAGED CARE - CAREOREGON,8774.0
13451,Legacy Good Samaritan Medical Center,713,-1,MS-DRG,Transurethral Prostatectomy With Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,13134.0
13452,Legacy Good Samaritan Medical Center,717,-1,MS-DRG,Other Male Reproductive System O.R. Procedures Except Malignancy With Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,18483.0
13453,Legacy Good Samaritan Medical Center,718,-1,MS-DRG,Other Male Reproductive System O.R. Procedures Except Malignancy Without Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,10782.0
13454,Legacy Good Samaritan Medical Center,728,-1,MS-DRG,Inflammation Of The Male Reproductive System Without Mcc,MEDICAID MANAGED CARE - CAREOREGON,3921.0
13455,Legacy Good Samaritan Medical Center,737,-1,MS-DRG,Uterine And Adnexa Procedures For Ovarian Or Adnexal Malignancy With Cc,MEDICAID MANAGED CARE - CAREOREGON,11005.0
13456,Legacy Good Samaritan Medical Center,742,-1,MS-DRG,Uterine And Adnexa Procedures For Non-Malignancy With Cc/Mcc,MEDICAID MANAGED CARE - CAREOREGON,5996.0
