,hospital_id,row_id,line_type,description,rev_code,local code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
13304,Legacy Good Samaritan Medical Center,13305,DRG,Other Disorders Of Nervous System With Mcc,,,,091,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,14793.0,,Capitation,,
13305,Legacy Good Samaritan Medical Center,13306,DRG,Other Disorders Of Nervous System With Cc,,,,092,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,3216.0,,Capitation,,
13306,Legacy Good Samaritan Medical Center,13307,DRG,Other Disorders Of Nervous System Without Cc/Mcc,,,,093,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5388.0,,Capitation,,
13307,Legacy Good Samaritan Medical Center,13308,DRG,Bacterial And Tuberculous Infections Of Nervous System With Mcc,,,,094,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12814.0,,Capitation,,
13308,Legacy Good Samaritan Medical Center,13309,DRG,Non-Bacterial Infection Of Nervous System Except Viral Meningitis With Cc,,,,098,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,15689.0,,Capitation,,
13309,Legacy Good Samaritan Medical Center,13310,DRG,Seizures With Mcc,,,,100,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5822.0,,Capitation,,
13310,Legacy Good Samaritan Medical Center,13311,DRG,Seizures Without Mcc,,,,101,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,4550.0,,Capitation,,
13311,Legacy Good Samaritan Medical Center,13312,DRG,Acute Major Eye Infections With Cc/Mcc,,,,121,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5444.0,,Capitation,,
13312,Legacy Good Samaritan Medical Center,13313,DRG,"Ear, Nose, Mouth And Throat Malignancy With Mcc",,,,146,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,11852.0,,Capitation,,
13313,Legacy Good Samaritan Medical Center,13314,DRG,Dysequilibrium,,,,149,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,4077.0,,Capitation,,
13314,Legacy Good Samaritan Medical Center,13315,DRG,Major Chest Procedures With Mcc,,,,163,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,13051.0,,Capitation,,
13315,Legacy Good Samaritan Medical Center,13316,DRG,Major Chest Procedures With Cc,,,,164,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12495.0,,Capitation,,
13316,Legacy Good Samaritan Medical Center,13317,DRG,Other Respiratory System O.R. Procedures With Mcc,,,,166,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,10608.0,,Capitation,,
13317,Legacy Good Samaritan Medical Center,13318,DRG,Other Respiratory System O.R. Procedures With Cc,,,,167,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,11618.0,,Capitation,,
13318,Legacy Good Samaritan Medical Center,13319,DRG,Pulmonary Embolism With Mcc Or Acute Cor Pulmonale,,,,175,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5595.0,,Capitation,,
13319,Legacy Good Samaritan Medical Center,13320,DRG,Pulmonary Embolism Without Mcc,,,,176,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,4651.0,,Capitation,,
13320,Legacy Good Samaritan Medical Center,13321,DRG,Respiratory Infections And Inflammations With Mcc,,,,177,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12357.0,,Capitation,,
13321,Legacy Good Samaritan Medical Center,13322,DRG,Respiratory Neoplasms With Cc,,,,181,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,16604.0,,Capitation,,
13322,Legacy Good Samaritan Medical Center,13323,DRG,Major Chest Trauma With Mcc,,,,183,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7858.0,,Capitation,,
13323,Legacy Good Samaritan Medical Center,13324,DRG,Pulmonary Edema And Respiratory Failure,,,,189,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,8488.0,,Capitation,,
13324,Legacy Good Samaritan Medical Center,13325,DRG,Chronic Obstructive Pulmonary Disease With Mcc,,,,190,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,6300.0,,Capitation,,
13325,Legacy Good Samaritan Medical Center,13326,DRG,Chronic Obstructive Pulmonary Disease With Cc,,,,191,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9593.0,,Capitation,,
13326,Legacy Good Samaritan Medical Center,13327,DRG,Simple Pneumonia And Pleurisy With Mcc,,,,193,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5930.0,,Capitation,,
13327,Legacy Good Samaritan Medical Center,13328,DRG,Pneumothorax With Mcc,,,,199,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7803.0,,Capitation,,
13328,Legacy Good Samaritan Medical Center,13329,DRG,Bronchitis And Asthma With Cc/Mcc,,,,202,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,4946.0,,Capitation,,
13329,Legacy Good Samaritan Medical Center,13330,DRG,Respiratory System Diagnosis With Ventilator Support >96 Hours,,,,207,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,39701.0,,Capitation,,
13330,Legacy Good Samaritan Medical Center,13331,DRG,Respiratory System Diagnosis With Ventilator Support <=96 Hours,,,,208,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,17635.0,,Capitation,,
13331,Legacy Good Samaritan Medical Center,13332,DRG,Amputation For Circulatory System Disorders Except Upper Limb And Toe With Mcc,,,,239,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,14761.0,,Capitation,,
13332,Legacy Good Samaritan Medical Center,13333,DRG,Amputation For Circulatory System Disorders Except Upper Limb And Toe With Cc,,,,240,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,13663.0,,Capitation,,
13333,Legacy Good Samaritan Medical Center,13334,DRG,Permanent Cardiac Pacemaker Implant With Mcc,,,,242,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9314.0,,Capitation,,
13334,Legacy Good Samaritan Medical Center,13335,DRG,Percutaneous Cardiovascular Procedures With Drug-Eluting Stent With Mcc Or 4+ Arteries Or Stents,,,,246,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,23265.0,,Capitation,,
13335,Legacy Good Samaritan Medical Center,13336,DRG,Percutaneous Cardiovascular Procedures With Drug-Eluting Stent Without Mcc,,,,247,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12667.0,,Capitation,,
13336,Legacy Good Samaritan Medical Center,13337,DRG,Other Vascular Procedures With Mcc,,,,252,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12585.0,,Capitation,,
13337,Legacy Good Samaritan Medical Center,13338,DRG,Other Circulatory System O.R. Procedures,,,,264,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,19670.0,,Capitation,,
13338,Legacy Good Samaritan Medical Center,13339,DRG,Other Major Cardiovascular Procedures With Mcc,,,,270,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,25673.0,,Capitation,,
13339,Legacy Good Samaritan Medical Center,13340,DRG,Other Major Cardiovascular Procedures With Cc,,,,271,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,16200.0,,Capitation,,
13340,Legacy Good Samaritan Medical Center,13341,DRG,"Acute Myocardial Infarction, Discharged Alive With Mcc",,,,280,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,11478.0,,Capitation,,
13341,Legacy Good Samaritan Medical Center,13342,DRG,"Acute Myocardial Infarction, Discharged Alive With Cc",,,,281,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9118.0,,Capitation,,
13342,Legacy Good Samaritan Medical Center,13343,DRG,"Acute Myocardial Infarction, Expired With Mcc",,,,283,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,20676.0,,Capitation,,
13343,Legacy Good Samaritan Medical Center,13344,DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization With Mcc",,,,286,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,15105.0,,Capitation,,
13344,Legacy Good Samaritan Medical Center,13345,DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization Without Mcc",,,,287,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12157.0,,Capitation,,
13345,Legacy Good Samaritan Medical Center,13346,DRG,Acute And Subacute Endocarditis With Mcc,,,,288,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,33486.0,,Capitation,,
13346,Legacy Good Samaritan Medical Center,13347,DRG,Heart Failure And Shock With Mcc,,,,291,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7056.0,,Capitation,,
13347,Legacy Good Samaritan Medical Center,13348,DRG,Heart Failure And Shock With Cc,,,,292,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,6421.0,,Capitation,,
13348,Legacy Good Samaritan Medical Center,13349,DRG,"Cardiac Arrest, Unexplained With Mcc",,,,296,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,17147.0,,Capitation,,
13349,Legacy Good Samaritan Medical Center,13350,DRG,Peripheral Vascular Disorders With Mcc,,,,299,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9881.0,,Capitation,,
13350,Legacy Good Samaritan Medical Center,13351,DRG,Peripheral Vascular Disorders With Cc,,,,300,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,2957.0,,Capitation,,
13351,Legacy Good Samaritan Medical Center,13352,DRG,Hypertension With Mcc,,,,304,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7018.0,,Capitation,,
13352,Legacy Good Samaritan Medical Center,13353,DRG,Cardiac Arrhythmia And Conduction Disorders With Mcc,,,,308,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,16187.0,,Capitation,,
13353,Legacy Good Samaritan Medical Center,13354,DRG,Cardiac Arrhythmia And Conduction Disorders With Cc,,,,309,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,11007.0,,Capitation,,
13354,Legacy Good Samaritan Medical Center,13355,DRG,Cardiac Arrhythmia And Conduction Disorders Without Cc/Mcc,,,,310,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7386.0,,Capitation,,
13355,Legacy Good Samaritan Medical Center,13356,DRG,Angina Pectoris,,,,311,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,19354.0,,Capitation,,
13356,Legacy Good Samaritan Medical Center,13357,DRG,Syncope And Collapse,,,,312,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,8818.0,,Capitation,,
13357,Legacy Good Samaritan Medical Center,13358,DRG,Other Circulatory System Diagnoses With Mcc,,,,314,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9901.0,,Capitation,,
13358,Legacy Good Samaritan Medical Center,13359,DRG,Other Circulatory System Diagnoses Without Cc/Mcc,,,,316,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,3782.0,,Capitation,,
13359,Legacy Good Samaritan Medical Center,13360,DRG,"Stomach, Esophageal And Duodenal Procedures With Mcc",,,,326,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,14491.0,,Capitation,,
13360,Legacy Good Samaritan Medical Center,13361,DRG,"Stomach, Esophageal And Duodenal Procedures With Cc",,,,327,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,11818.0,,Capitation,,
13361,Legacy Good Samaritan Medical Center,13362,DRG,"Stomach, Esophageal And Duodenal Procedures Without Cc/Mcc",,,,328,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9618.0,,Capitation,,
13362,Legacy Good Samaritan Medical Center,13363,DRG,Major Small And Large Bowel Procedures With Mcc,,,,329,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,36101.0,,Capitation,,
13363,Legacy Good Samaritan Medical Center,13364,DRG,Major Small And Large Bowel Procedures With Cc,,,,330,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,15443.0,,Capitation,,
13364,Legacy Good Samaritan Medical Center,13365,DRG,Major Small And Large Bowel Procedures Without Cc/Mcc,,,,331,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7496.0,,Capitation,,
13365,Legacy Good Samaritan Medical Center,13366,DRG,Peritoneal Adhesiolysis Without Cc/Mcc,,,,337,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,14878.0,,Capitation,,
13366,Legacy Good Samaritan Medical Center,13367,DRG,Appendectomy With Complicated Principal Diagnosis With Cc,,,,339,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5397.0,,Capitation,,
13367,Legacy Good Samaritan Medical Center,13368,DRG,Minor Small And Large Bowel Procedures With Cc,,,,345,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,19565.0,,Capitation,,
13368,Legacy Good Samaritan Medical Center,13369,DRG,Inguinal And Femoral Hernia Procedures With Mcc,,,,350,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,31753.0,,Capitation,,
13369,Legacy Good Samaritan Medical Center,13370,DRG,Hernia Procedures Except Inguinal And Femoral Without Cc/Mcc,,,,355,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5863.0,,Capitation,,
13370,Legacy Good Samaritan Medical Center,13371,DRG,Other Digestive System O.R. Procedures With Mcc,,,,356,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,25384.0,,Capitation,,
13371,Legacy Good Samaritan Medical Center,13372,DRG,Other Digestive System O.R. Procedures With Cc,,,,357,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,19936.0,,Capitation,,
13372,Legacy Good Samaritan Medical Center,13373,DRG,Major Esophageal Disorders With Mcc,,,,368,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,10374.0,,Capitation,,
13373,Legacy Good Samaritan Medical Center,13374,DRG,Major Gastrointestinal Disorders And Peritoneal Infections With Cc,,,,372,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,8708.0,,Capitation,,
13374,Legacy Good Samaritan Medical Center,13375,DRG,Major Gastrointestinal Disorders And Peritoneal Infections Without Cc/Mcc,,,,373,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,11286.0,,Capitation,,
13375,Legacy Good Samaritan Medical Center,13376,DRG,Digestive Malignancy With Cc,,,,375,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5151.0,,Capitation,,
13376,Legacy Good Samaritan Medical Center,13377,DRG,Gastrointestinal Hemorrhage With Mcc,,,,377,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,43838.0,,Capitation,,
13377,Legacy Good Samaritan Medical Center,13378,DRG,Gastrointestinal Hemorrhage With Cc,,,,378,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7191.0,,Capitation,,
13378,Legacy Good Samaritan Medical Center,13379,DRG,Inflammatory Bowel Disease With Mcc,,,,385,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5986.0,,Capitation,,
13379,Legacy Good Samaritan Medical Center,13380,DRG,Gastrointestinal Obstruction With Mcc,,,,388,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7527.0,,Capitation,,
13380,Legacy Good Samaritan Medical Center,13381,DRG,Gastrointestinal Obstruction Without Cc/Mcc,,,,390,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,3222.0,,Capitation,,
13381,Legacy Good Samaritan Medical Center,13382,DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",,,,391,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5650.0,,Capitation,,
13382,Legacy Good Samaritan Medical Center,13383,DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without Mcc",,,,392,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,4334.0,,Capitation,,
13383,Legacy Good Samaritan Medical Center,13384,DRG,Other Digestive System Diagnoses With Mcc,,,,393,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,6622.0,,Capitation,,
13384,Legacy Good Samaritan Medical Center,13385,DRG,Other Digestive System Diagnoses With Cc,,,,394,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7206.0,,Capitation,,
13385,Legacy Good Samaritan Medical Center,13386,DRG,"Pancreas, Liver And Shunt Procedures With Mcc",,,,405,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,160491.0,,Capitation,,
13386,Legacy Good Samaritan Medical Center,13387,DRG,"Pancreas, Liver And Shunt Procedures With Cc",,,,406,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,25363.0,,Capitation,,
13387,Legacy Good Samaritan Medical Center,13388,DRG,Laparoscopic Cholecystectomy Without C.D.E. With Cc,,,,418,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,19585.0,,Capitation,,
13388,Legacy Good Samaritan Medical Center,13389,DRG,Cirrhosis And Alcoholic Hepatitis With Mcc,,,,432,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,8706.0,,Capitation,,
13389,Legacy Good Samaritan Medical Center,13390,DRG,Cirrhosis And Alcoholic Hepatitis With Cc,,,,433,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7610.0,,Capitation,,
13390,Legacy Good Samaritan Medical Center,13391,DRG,Malignancy Of Hepatobiliary System Or Pancreas With Mcc,,,,435,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,13400.0,,Capitation,,
13391,Legacy Good Samaritan Medical Center,13392,DRG,Disorders Of Pancreas Except Malignancy With Mcc,,,,438,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,5827.0,,Capitation,,
13392,Legacy Good Samaritan Medical Center,13393,DRG,Disorders Of Pancreas Except Malignancy With Cc,,,,439,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,4841.0,,Capitation,,
13393,Legacy Good Samaritan Medical Center,13394,DRG,"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Mcc",,,,441,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7660.0,,Capitation,,
13394,Legacy Good Samaritan Medical Center,13395,DRG,"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Cc",,,,442,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12107.0,,Capitation,,
13395,Legacy Good Samaritan Medical Center,13396,DRG,Disorders Of The Biliary Tract With Cc,,,,445,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12505.0,,Capitation,,
13396,Legacy Good Samaritan Medical Center,13397,DRG,Combined Anterior And Posterior Spinal Fusion Without Cc/Mcc,,,,455,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,14848.0,,Capitation,,
13397,Legacy Good Samaritan Medical Center,13398,DRG,Wound Debridement And Skin Graft Except Hand For Musculoskeletal And Connective Tissue Disorders Wit,,,,465,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,18204.0,,Capitation,,
13398,Legacy Good Samaritan Medical Center,13399,DRG,Revision Of Hip Or Knee Replacement With Mcc,,,,466,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,41860.0,,Capitation,,
13399,Legacy Good Samaritan Medical Center,13400,DRG,Revision Of Hip Or Knee Replacement With Cc,,,,467,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,18961.0,,Capitation,,
13400,Legacy Good Samaritan Medical Center,13401,DRG,Amputation For Musculoskeletal System And Connective Tissue Disorders With Cc,,,,475,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9274.0,,Capitation,,
13401,Legacy Good Samaritan Medical Center,13402,DRG,Biopsies Of Musculoskeletal System And Connective Tissue With Mcc,,,,477,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,193790.0,,Capitation,,
13402,Legacy Good Samaritan Medical Center,13403,DRG,Hip And Femur Procedures Except Major Joint With Cc,,,,481,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,15075.0,,Capitation,,
13403,Legacy Good Samaritan Medical Center,13404,DRG,Hip And Femur Procedures Except Major Joint Without Cc/Mcc,,,,482,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7140.0,,Capitation,,
13404,Legacy Good Samaritan Medical Center,13405,DRG,Major Joint Or Limb Reattachment Procedures Of Upper Extremities,,,,483,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,8613.0,,Capitation,,
13405,Legacy Good Samaritan Medical Center,13406,DRG,"Lower Extremity And Humerus Procedures Except Hip, Foot And Femur With Mcc",,,,492,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,18337.0,,Capitation,,
13406,Legacy Good Samaritan Medical Center,13407,DRG,Soft Tissue Procedures With Mcc,,,,500,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,31123.0,,Capitation,,
13407,Legacy Good Samaritan Medical Center,13408,DRG,Soft Tissue Procedures With Cc,,,,501,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,3500.0,,Capitation,,
13408,Legacy Good Samaritan Medical Center,13409,DRG,Foot Procedures With Cc,,,,504,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,6330.0,,Capitation,,
13409,Legacy Good Samaritan Medical Center,13410,DRG,Major Thumb Or Joint Procedures,,,,506,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,15417.0,,Capitation,,
13410,Legacy Good Samaritan Medical Center,13411,DRG,"Hand Or Wrist Procedures, Except Major Thumb Or Joint Procedures With Cc/Mcc",,,,513,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9758.0,,Capitation,,
13411,Legacy Good Samaritan Medical Center,13412,DRG,Back And Neck Procedures Except Spinal Fusion With Mcc Or Disc Device Or Neurostimulator,,,,518,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,8532.0,,Capitation,,
13412,Legacy Good Samaritan Medical Center,13413,DRG,Fractures Of Hip And Pelvis Without Mcc,,,,536,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,6361.0,,Capitation,,
13413,Legacy Good Samaritan Medical Center,13414,DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Cc,,,,543,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,2214.0,,Capitation,,
13414,Legacy Good Samaritan Medical Center,13415,DRG,Medical Back Problems Without Mcc,,,,552,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,4159.0,,Capitation,,
13415,Legacy Good Samaritan Medical Center,13416,DRG,Bone Diseases And Arthropathies With Mcc,,,,553,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,11633.0,,Capitation,,
13416,Legacy Good Samaritan Medical Center,13417,DRG,"Aftercare, Musculoskeletal System And Connective Tissue With Mcc",,,,559,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,9409.0,,Capitation,,
13417,Legacy Good Samaritan Medical Center,13418,DRG,Other Musculoskeletal System And Connective Tissue Diagnoses With Mcc,,,,564,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,12225.0,,Capitation,,
13418,Legacy Good Samaritan Medical Center,13419,DRG,Skin Debridement With Cc,,,,571,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,18947.0,,Capitation,,
13419,Legacy Good Samaritan Medical Center,13420,DRG,Skin Graft For Skin Ulcer Or Cellulitis With Mcc,,,,573,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,89364.0,,Capitation,,
13420,Legacy Good Samaritan Medical Center,13421,DRG,"Other Skin, Subcutaneous Tissue And Breast Procedures With Mcc",,,,579,,,,,,,,,,,,,facility,Inpatient,payer,MEDICAID MANAGED CARE - CAREOREGON,,7883.0,,Capitation,,
