Code,Description,Type,Package/Line_Level,Gross charge,Discounted cash price,De-identified min contracted rate,De-identified max contracted rate,Derived contracted rate,Commercial-Commercial other,Absolute Total Care-Medicaid HMO,Advanced Health-Commercial other,Aetna-Commercial HMO/POS,Aetna-Commercial other,Aetna-Commercial PPO/Open Access,Aetna Better Health-Medicaid HMO,Aetna-Medicare Advantage HMO,Aither Health-Commercial other,Alliant-Commercial other,Allied-Commercial other,Allied Benefit Systm-Commercial other,Allied National-Commercial other,Allways Health-Medicaid HMO,Alohacare-Medicaid HMO,Ambetter-Commercial other,Amerigroup-Medicaid HMO,Amerihealth-Medicaid HMO,Anthem-Commercial other,Asuris NW Health-Commercial other,Group Admin-Commercial other,BCBS of MA-Commercial other,BCBS of TX-Medicaid HMO,Benefit Admin System-Commercial other,BCBS-Commercial other,BCBS of IL-Commercial other,BCBS of NC-Commercial other,Blue Cross of CA-Commercial other,BCBS of MN-Commercial other,Blue Shield of CA-Commercial other,BCBS of SC-Commercial other,BCBS of TX-Commercial other,Boon Admin System-Commercial other,BMC HealthNet-Medicaid HMO,Bright Health-Commercial other,Buckeye-Medicaid HMO,CA Hlth and Wellness-Medicaid HMO,Capital District-Medicaid HMO,CareOregon-Medicaid HMO,Caresource-Medicaid HMO,Centivo-Commercial other,Cigna-Commercial other,Cigna-Commercial HMO/POS,Cigna-Commercial PPO/Open Access,Commonwealth of MA-Medicaid HMO,Community Health-Medicaid HMO,Coordinated Care-Medicaid HMO,Countycare-Medicaid HMO,Driscoll-Medicaid HMO,Fidelis Care NY-Medicaid HMO,First Choice-Medicaid HMO,Gateway Health-Medicaid HMO,Geisinger-Commercial other,United Healthcare-Commercial other,Harvard Pilgrim-Medicaid HMO,HMSA-Commercial other,Health Alliance-Medicaid HMO,HealthNet-Commercial other,Health New England-Medicaid HMO,HP of Nevada-Medicaid HMO,HP of San Joaquin-Medicaid HMO,HealthChoice-Medicaid HMO,HealthPartners-Medicaid HMO,Healthy Blue-Medicaid HMO,Highmark-Commercial other,Hills Physicians-Medicaid HMO,Home State Health-Medicaid HMO,Horizon BCBS-Commercial other,Humana-Medicaid HMO,Humana-Medicare Advantage HMO,IBEW Local-Commercial other,Independence-Commercial other,Intercommunity-Medicaid HMO,Kaiser Foundation-Commercial other,Keystone First-Medicaid HMO,Premera-Commercial other,LA Hlthcre Connect-Medicaid HMO,Managed Health-Medicaid HMO,Medica-Commercial other,Medical Mutual Ohio-Commercial other,Meridian-Medicaid HMO,MODA-Medicaid HMO,Molina Healthcare-Medicaid HMO,ODS-Medicaid HMO,Ohana Health Plan-Medicaid HMO,Oxford-Commercial HMO/POS,Pacific Source-Medicaid HMO,Partnership HP of CA-Medicaid HMO,Providence-Commercial other,Regence BCBS-Commercial other,Samaritan-Commercial other,Select Health of SC-Medicaid HMO,Sunflower State-Medicaid HMO,Superior Health-Medicaid HMO,Sutter-Commercial other,Texas Childrens-Medicaid HMO,Bluegrass Family-Commercial other,Tufts-Medicaid HMO,United Healthcare-Commercial HMO/POS,United Healthcare-Commercial PPO/Open Access,United Healthcare-Medicaid HMO,Univ Health Alliance-Commercial other,UPMC-Commercial other,Wellcare-Medicaid HMO,
73552,"X-RAY OF THIGH BONE, MINIMUM 2 VIEWS",Outpatient,Package,173.61,173.61,5.07,218.47,66.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.49,N/A,N/A,N/A,43.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.44,5.07,15.42,N/A,N/A,103.92,N/A,89.84,218.47,167.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.21,N/A,N/A,N/A,N/A,N/A,
73560,"X-RAY OF KNEE, 1-2 VIEWS",Outpatient,Line,342.59,342.59,4.66,196.84,83.63,N/A,N/A,5.93,196.84,N/A,33.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.95,N/A,N/A,N/A,N/A,41.18,N/A,N/A,4.66,N/A,N/A,N/A,11.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,177.16,161.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.13,20.14,181.41,N/A,N/A,132.98,N/A,150.7,125.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.2,N/A,9.32,N/A,N/A,N/A,
73560,"X-RAY OF KNEE, 1-2 VIEWS",Outpatient,Package,342.59,342.59,4.66,196.84,83.63,N/A,N/A,5.93,196.84,N/A,33.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.95,N/A,N/A,N/A,N/A,41.18,N/A,N/A,4.66,N/A,N/A,N/A,11.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,177.16,161.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.13,20.14,181.41,N/A,N/A,132.98,N/A,150.7,125.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.2,N/A,9.32,N/A,N/A,N/A,
73562,"X-RAY OF KNEE, 3 VIEWS",Outpatient,Line,449.21,449.21,5.24,291.5,99.14,N/A,N/A,6.68,238.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.27,N/A,N/A,N/A,N/A,N/A,N/A,100.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.59,N/A,N/A,N/A,N/A,76.54,N/A,N/A,5.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,291.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.77,91.84,172.41,N/A,N/A,174.84,N/A,156.29,193.19,140.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.5,11.69,5.27,N/A,N/A,N/A,
73562,"X-RAY OF KNEE, 3 VIEWS",Outpatient,Package,449.21,449.21,5.24,291.5,99.14,N/A,N/A,6.68,238.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.27,N/A,N/A,N/A,N/A,N/A,N/A,100.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.59,N/A,N/A,N/A,N/A,76.54,N/A,N/A,5.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,291.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.77,91.84,172.41,N/A,N/A,174.84,N/A,156.29,193.19,140.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.5,11.69,5.27,N/A,N/A,N/A,
73564,"X-RAY OF KNEE, 4 OR MORE VIEWS",Outpatient,Line,476.3,476.3,6.41,275.36,115.01,N/A,N/A,N/A,34.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.23,N/A,N/A,N/A,54.02,86.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134.44,6.41,269.71,N/A,N/A,275.36,N/A,61.2,233.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.15,N/A,N/A,N/A,N/A,N/A,
73564,"X-RAY OF KNEE, 4 OR MORE VIEWS",Outpatient,Package,476.3,476.3,6.41,275.36,115.01,N/A,N/A,N/A,34.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.23,N/A,N/A,N/A,54.02,86.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134.44,6.41,269.71,N/A,N/A,275.36,N/A,61.2,233.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.15,N/A,N/A,N/A,N/A,N/A,
73565,X-RAY OF BOTH KNEES WHILE STANDING,Outpatient,Line,549.2,549.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
73565,X-RAY OF BOTH KNEES WHILE STANDING,Outpatient,Package,5612.68,5612.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
73590,"X-RAY OF LOWER LEG, 2 VIEWS",Outpatient,Line,397.17,397.17,4.47,259.7,100.2,N/A,N/A,5.68,23.41,N/A,23.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.28,N/A,N/A,N/A,N/A,75.31,N/A,N/A,4.47,N/A,N/A,N/A,10.8,N/A,N/A,79.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,259.7,220.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196,124.33,189.02,N/A,N/A,222.1,N/A,163.56,144.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.74,N/A,N/A,N/A,N/A,N/A,
73590,"X-RAY OF LOWER LEG, 2 VIEWS",Outpatient,Package,397.17,397.17,4.47,259.7,100.2,N/A,N/A,5.68,23.41,N/A,23.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.28,N/A,N/A,N/A,N/A,75.31,N/A,N/A,4.47,N/A,N/A,N/A,10.8,N/A,N/A,79.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,259.7,220.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196,124.33,189.02,N/A,N/A,222.1,N/A,163.56,144.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.74,N/A,N/A,N/A,N/A,N/A,
73592,"X-RAY OF INFANT LEG, MINIMUM OF 2 VIEWS",Outpatient,Line,282.1,282.1,96.6,122.72,109.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,122.72,N/A,N/A,96.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
73592,"X-RAY OF INFANT LEG, MINIMUM OF 2 VIEWS",Outpatient,Package,566.8,566.8,96.6,122.72,109.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,122.72,N/A,N/A,96.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
73600,"X-RAY OF ANKLE, 2 VIEWS",Outpatient,Line,417.95,417.95,4.69,351.6,113.73,N/A,N/A,49.31,181.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.64,N/A,N/A,N/A,N/A,43.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,305.89,351.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.69,99.65,N/A,N/A,263.65,N/A,22.68,103.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.24,N/A,N/A,N/A,N/A,N/A,
73600,"X-RAY OF ANKLE, 2 VIEWS",Outpatient,Package,417.95,417.95,4.69,351.6,113.73,N/A,N/A,49.31,181.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.64,N/A,N/A,N/A,N/A,43.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,305.89,351.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.69,99.65,N/A,N/A,263.65,N/A,22.68,103.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.24,N/A,N/A,N/A,N/A,N/A,
73610,"X-RAY OF ANKLE, MINIMUM OF 3 VIEWS",Outpatient,Line,462.66,462.66,4.88,189.86,70.4,N/A,N/A,N/A,47.44,N/A,27.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,N/A,N/A,N/A,N/A,54.17,N/A,N/A,27.95,N/A,N/A,N/A,N/A,N/A,N/A,28.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.9,4.88,147.86,N/A,N/A,189.86,N/A,134.26,165.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.52,45.32,N/A,N/A,N/A,N/A,
73610,"X-RAY OF ANKLE, MINIMUM OF 3 VIEWS",Outpatient,Package,462.66,462.66,4.88,189.86,70.4,N/A,N/A,N/A,47.44,N/A,27.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,N/A,N/A,N/A,N/A,54.17,N/A,N/A,27.95,N/A,N/A,N/A,N/A,N/A,N/A,28.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.9,4.88,147.86,N/A,N/A,189.86,N/A,134.26,165.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.52,45.32,N/A,N/A,N/A,N/A,
73620,"X-RAY OF FOOT, 2 VIEWS",Outpatient,Line,572.91,572.91,4.27,423.85,124.11,N/A,N/A,47.36,32.39,N/A,33.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.99,N/A,N/A,N/A,N/A,42.85,23.77,N/A,4.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,257.81,76.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,123.96,423.85,168.85,N/A,N/A,270.5,N/A,271.05,386.38,136.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.67,N/A,4.27,N/A,N/A,N/A,
73620,"X-RAY OF FOOT, 2 VIEWS",Outpatient,Package,572.91,572.91,4.27,423.85,124.11,N/A,N/A,47.36,32.39,N/A,33.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.99,N/A,N/A,N/A,N/A,42.85,23.77,N/A,4.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,257.81,76.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,123.96,423.85,168.85,N/A,N/A,270.5,N/A,271.05,386.38,136.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.67,N/A,4.27,N/A,N/A,N/A,
73630,"X-RAY OF FOOT, MINIMUM OF 3 VIEWS",Outpatient,Line,541.9,541.9,5.84,397.32,106.19,N/A,N/A,8.91,94.46,N/A,32.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.93,N/A,N/A,N/A,N/A,63.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.18,N/A,N/A,N/A,84.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,397.32,143.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117.82,59.01,221.1,N/A,N/A,232.52,N/A,136.12,124.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.1,N/A,N/A,N/A,N/A,N/A,
73630,"X-RAY OF FOOT, MINIMUM OF 3 VIEWS",Outpatient,Package,541.9,541.9,5.84,397.32,106.19,N/A,N/A,8.91,94.46,N/A,32.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.93,N/A,N/A,N/A,N/A,63.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.18,N/A,N/A,N/A,84.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,397.32,143.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117.82,59.01,221.1,N/A,N/A,232.52,N/A,136.12,124.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.1,N/A,N/A,N/A,N/A,N/A,
73650,"X-RAY OF HEEL, MINIMUM OF 2 VIEWS",Outpatient,Line,351.6,351.6,79.32,169.16,115.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169.16,N/A,N/A,N/A,N/A,79.32,96.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
73650,"X-RAY OF HEEL, MINIMUM OF 2 VIEWS",Outpatient,Package,351.6,351.6,79.32,169.16,115.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169.16,N/A,N/A,N/A,N/A,79.32,96.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
73660,"X-RAY OF TOE, MINIMUM OF 2 VIEWS",Outpatient,Line,405.88,405.88,3.71,428.71,106.11,N/A,N/A,N/A,25.77,N/A,21.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.18,N/A,N/A,N/A,N/A,41.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.71,167.95,N/A,N/A,182.44,N/A,428.71,106.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.95,N/A,N/A,N/A,N/A,N/A,
73660,"X-RAY OF TOE, MINIMUM OF 2 VIEWS",Outpatient,Package,405.88,405.88,3.71,428.71,106.11,N/A,N/A,N/A,25.77,N/A,21.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.18,N/A,N/A,N/A,N/A,41.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.71,167.95,N/A,N/A,182.44,N/A,428.71,106.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.95,N/A,N/A,N/A,N/A,N/A,
74019,"X-RAY OF ABDOMEN, 2 VIEWS",Outpatient,Line,337.2,337.2,319.35,319.35,319.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,319.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
